step,tag,value
14,train/loss,1.1583359241485596
15,train/loss,1.1256927251815796
15,train/loss,1.133366584777832
15,train/loss,1.1298049688339233
15,train/loss,1.1227651834487915
15,train/loss,1.1259427070617676
16,train/loss,1.1142860651016235
16,train/loss,1.1076576709747314
16,train/loss,1.116589069366455
16,train/loss,1.1273527145385742
16,train/loss,1.120788335800171
17,train/loss,1.0808451175689697
17,train/loss,1.0832557678222656
17,train/loss,1.0867794752120972
17,train/loss,1.0914727449417114
17,train/loss,1.0934293270111084
18,train/loss,1.0782530307769775
18,train/loss,1.0877854824066162
18,train/loss,1.0798444747924805
18,train/loss,1.0689445734024048
18,train/loss,1.0701032876968384
19,train/loss,1.0784201622009277
19,train/loss,1.0708961486816406
19,train/loss,1.0839626789093018
19,train/loss,1.0680663585662842
19,train/loss,1.044992446899414
0,val/acc,0.5099999904632568
0,val/acc,0.5342000126838684
0,val/acc,0.48249998688697815
0,val/acc,0.4729999899864197
0,val/acc,0.5263000130653381
1,val/acc,0.6295999884605408
1,val/acc,0.4650999903678894
1,val/acc,0.5608999729156494
1,val/acc,0.6140000224113464
1,val/acc,0.5708000063896179
2,val/acc,0.5916000008583069
2,val/acc,0.5361999869346619
2,val/acc,0.6603000164031982
2,val/acc,0.6470999717712402
2,val/acc,0.6462000012397766
3,val/acc,0.6653000116348267
3,val/acc,0.7021999955177307
3,val/acc,0.6615999937057495
3,val/acc,0.690500020980835
3,val/acc,0.7235000133514404
4,val/acc,0.7192000150680542
4,val/acc,0.7199000120162964
4,val/acc,0.7281000018119812
4,val/acc,0.7436000108718872
4,val/acc,0.7221999764442444
5,val/acc,0.7296000123023987
5,val/acc,0.789900004863739
5,val/acc,0.791100025177002
5,val/acc,0.7925999760627747
5,val/acc,0.7641000151634216
6,val/acc,0.7592999935150146
6,val/acc,0.8159000277519226
6,val/acc,0.8192999958992004
6,val/acc,0.7918999791145325
6,val/acc,0.8259999752044678
7,val/acc,0.8313999772071838
7,val/acc,0.8427000045776367
7,val/acc,0.7802000045776367
7,val/acc,0.8288999795913696
7,val/acc,0.8270000219345093
8,val/acc,0.8258000016212463
8,val/acc,0.8460999727249146
8,val/acc,0.8105000257492065
8,val/acc,0.8320000171661377
8,val/acc,0.83160001039505
9,val/acc,0.829800009727478
9,val/acc,0.8474000096321106
9,val/acc,0.8564000129699707
9,val/acc,0.8476999998092651
9,val/acc,0.8497999906539917
10,val/acc,0.8664000034332275
10,val/acc,0.8499000072479248
10,val/acc,0.8682000041007996
10,val/acc,0.8567000031471252
10,val/acc,0.8557999730110168
11,val/acc,0.8790000081062317
11,val/acc,0.8733999729156494
11,val/acc,0.878600001335144
11,val/acc,0.8823000192642212
11,val/acc,0.8769000172615051
12,val/acc,0.8834999799728394
12,val/acc,0.883400022983551
12,val/acc,0.8935999870300293
12,val/acc,0.88919997215271
12,val/acc,0.888700008392334
13,val/acc,0.892799973487854
13,val/acc,0.8862000107765198
13,val/acc,0.8934999704360962
13,val/acc,0.8959000110626221
13,val/acc,0.9049999713897705
14,val/acc,0.9007999897003174
14,val/acc,0.9056000113487244
14,val/acc,0.9125000238418579
14,val/acc,0.9047999978065491
14,val/acc,0.9121999740600586
15,val/acc,0.9114999771118164
15,val/acc,0.910099983215332
15,val/acc,0.9157999753952026
15,val/acc,0.9158999919891357
15,val/acc,0.9172999858856201
16,val/acc,0.9114999771118164
16,val/acc,0.9176999926567078
16,val/acc,0.9175000190734863
16,val/acc,0.9158999919891357
16,val/acc,0.9243000149726868
17,val/acc,0.9192000031471252
17,val/acc,0.920799970626831
17,val/acc,0.9218999743461609
17,val/acc,0.9211000204086304
17,val/acc,0.9261999726295471
18,val/acc,0.9218000173568726
18,val/acc,0.9233999848365784
18,val/acc,0.9222999811172485
18,val/acc,0.9221000075340271
18,val/acc,0.9272000193595886
19,val/acc,0.9211999773979187
19,val/acc,0.9233999848365784
19,val/acc,0.9226999878883362
19,val/acc,0.9229999780654907
19,val/acc,0.9277999997138977
0,val/loss,1.446285367012024
0,val/loss,1.3583736419677734
0,val/loss,1.458724021911621
0,val/loss,1.5014804601669312
0,val/loss,1.3604943752288818
1,val/loss,1.115561604499817
1,val/loss,1.4334934949874878
1,val/loss,1.2412039041519165
1,val/loss,1.1391820907592773
1,val/loss,1.2187190055847168
2,val/loss,1.188368797302246
2,val/loss,1.290163278579712
2,val/loss,1.021061658859253
2,val/loss,1.057416558265686
2,val/loss,1.0577832460403442
3,val/loss,1.0008870363235474
3,val/loss,0.9411665797233582
3,val/loss,1.0441559553146362
3,val/loss,0.9606617093086243
3,val/loss,0.9218343496322632
4,val/loss,0.8933515548706055
4,val/loss,0.8874853253364563
4,val/loss,0.8486559391021729
4,val/loss,0.8386412262916565
4,val/loss,0.878432035446167
5,val/loss,0.8465505838394165
5,val/loss,0.746404767036438
5,val/loss,0.7270463109016418
5,val/loss,0.780168890953064
5,val/loss,0.7987729907035828
6,val/loss,0.7823792099952698
6,val/loss,0.6781914234161377
6,val/loss,0.6668980717658997
6,val/loss,0.7066838145256042
6,val/loss,0.6436198949813843
7,val/loss,0.5869244337081909
7,val/loss,0.6305573582649231
7,val/loss,0.722988486289978
7,val/loss,0.6389816999435425
7,val/loss,0.611581563949585
8,val/loss,0.6392747759819031
8,val/loss,0.6174611449241638
8,val/loss,0.676033079624176
8,val/loss,0.6306275129318237
8,val/loss,0.6038827896118164
9,val/loss,0.6285034418106079
9,val/loss,0.604606568813324
9,val/loss,0.6005282402038574
9,val/loss,0.6106216907501221
9,val/loss,0.5808243751525879
10,val/loss,0.5501883029937744
10,val/loss,0.5641605257987976
10,val/loss,0.579125165939331
10,val/loss,0.5501452088356018
10,val/loss,0.5612771511077881
11,val/loss,0.509735643863678
11,val/loss,0.524544894695282
11,val/loss,0.5097807049751282
11,val/loss,0.49930283427238464
11,val/loss,0.5091191530227661
12,val/loss,0.4849987328052521
12,val/loss,0.5014088153839111
12,val/loss,0.46261680126190186
12,val/loss,0.48617154359817505
12,val/loss,0.4831319749355316
13,val/loss,0.4446850121021271
13,val/loss,0.499042272567749
13,val/loss,0.4738171398639679
13,val/loss,0.4419954717159271
13,val/loss,0.4251263737678528
14,val/loss,0.4466756284236908
14,val/loss,0.45010194182395935
14,val/loss,0.41010430455207825
14,val/loss,0.44840946793556213
14,val/loss,0.39852088689804077
15,val/loss,0.4193703234195709
15,val/loss,0.4312171936035156
15,val/loss,0.4174855947494507
15,val/loss,0.41888076066970825
15,val/loss,0.4183521568775177
16,val/loss,0.4271009862422943
16,val/loss,0.41287919878959656
16,val/loss,0.40417972207069397
16,val/loss,0.4250440299510956
16,val/loss,0.41656288504600525
17,val/loss,0.3930790424346924
17,val/loss,0.39561426639556885
17,val/loss,0.39752674102783203
17,val/loss,0.40663760900497437
17,val/loss,0.3851645886898041
18,val/loss,0.39419612288475037
18,val/loss,0.38989225029945374
18,val/loss,0.3895633816719055
18,val/loss,0.399760365486145
18,val/loss,0.3850356340408325
19,val/loss,0.39464887976646423
19,val/loss,0.39635729789733887
19,val/loss,0.3903292715549469
19,val/loss,0.3939692974090576
19,val/loss,0.3844226896762848
