step,tag,value
15,train/acc,0.9827749729156494
15,train/acc,0.9825999736785889
16,train/acc,0.9896249771118164
16,train/acc,0.9881749749183655
16,train/acc,0.9884250164031982
16,train/acc,0.9883750081062317
16,train/acc,0.9886999726295471
17,train/acc,0.9921249747276306
17,train/acc,0.9924499988555908
17,train/acc,0.991349995136261
17,train/acc,0.9924499988555908
17,train/acc,0.9921749830245972
18,train/acc,0.9944499731063843
18,train/acc,0.9940999746322632
18,train/acc,0.9937250018119812
18,train/acc,0.9943000078201294
18,train/acc,0.9944000244140625
19,train/acc,0.994825005531311
19,train/acc,0.9953500032424927
19,train/acc,0.9952999949455261
19,train/acc,0.9956250190734863
19,train/acc,0.9952499866485596
0,train/loss,1.450986385345459
0,train/loss,1.4720937013626099
0,train/loss,1.4865225553512573
0,train/loss,1.4781562089920044
0,train/loss,1.4841057062149048
1,train/loss,1.0359724760055542
1,train/loss,1.0646371841430664
1,train/loss,1.0656476020812988
1,train/loss,1.0568101406097412
1,train/loss,1.0628914833068848
2,train/loss,0.8284009695053101
2,train/loss,0.8532702922821045
2,train/loss,0.8421146273612976
2,train/loss,0.8497504591941833
2,train/loss,0.8442147374153137
3,train/loss,0.7115922570228577
3,train/loss,0.716071367263794
3,train/loss,0.7216752171516418
3,train/loss,0.7213985919952393
3,train/loss,0.7145377397537231
4,train/loss,0.6233799457550049
4,train/loss,0.6264721155166626
4,train/loss,0.6337839961051941
4,train/loss,0.6318163871765137
4,train/loss,0.6320623755455017
5,train/loss,0.5466528534889221
5,train/loss,0.5540676712989807
5,train/loss,0.5582497119903564
5,train/loss,0.5542200207710266
5,train/loss,0.5489307641983032
6,train/loss,0.47604507207870483
6,train/loss,0.48058637976646423
6,train/loss,0.4865266680717468
6,train/loss,0.47251641750335693
6,train/loss,0.4795248508453369
7,train/loss,0.41925761103630066
7,train/loss,0.41557154059410095
7,train/loss,0.4218285083770752
7,train/loss,0.4204360246658325
7,train/loss,0.4151342213153839
8,train/loss,0.36055976152420044
8,train/loss,0.36623743176460266
8,train/loss,0.372488796710968
8,train/loss,0.35837703943252563
8,train/loss,0.3618071675300598
9,train/loss,0.3118307292461395
9,train/loss,0.3088139295578003
9,train/loss,0.3210534453392029
9,train/loss,0.31465938687324524
9,train/loss,0.30949777364730835
10,train/loss,0.2613878548145294
10,train/loss,0.26720958948135376
10,train/loss,0.2701209783554077
10,train/loss,0.26107850670814514
10,train/loss,0.26081383228302
11,train/loss,0.2084076702594757
11,train/loss,0.2123650461435318
11,train/loss,0.21779635548591614
11,train/loss,0.21113237738609314
11,train/loss,0.2074662297964096
12,train/loss,0.16522790491580963
12,train/loss,0.16468355059623718
12,train/loss,0.1716262400150299
12,train/loss,0.16106222569942474
12,train/loss,0.16438443958759308
13,train/loss,0.1221034899353981
13,train/loss,0.11969659477472305
13,train/loss,0.12420015782117844
13,train/loss,0.12120486050844193
13,train/loss,0.11446621268987656
14,train/loss,0.08312072604894638
14,train/loss,0.08423074334859848
14,train/loss,0.08438875526189804
14,train/loss,0.08478203415870667
14,train/loss,0.08665037900209427
15,train/loss,0.05304113030433655
15,train/loss,0.05386269465088844
15,train/loss,0.05761265754699707
15,train/loss,0.05332503095269203
15,train/loss,0.05243968591094017
16,train/loss,0.03480122610926628
16,train/loss,0.03750767931342125
16,train/loss,0.03770851716399193
16,train/loss,0.03854143247008324
16,train/loss,0.03721822425723076
17,train/loss,0.027486653998494148
17,train/loss,0.0260737556964159
17,train/loss,0.028669854626059532
17,train/loss,0.024787256494164467
17,train/loss,0.027419503778219223
18,train/loss,0.019688040018081665
18,train/loss,0.020310068503022194
18,train/loss,0.021874986588954926
18,train/loss,0.019761105999350548
18,train/loss,0.020185837522149086
19,train/loss,0.018447618931531906
19,train/loss,0.017737846821546555
19,train/loss,0.017952347174286842
19,train/loss,0.017063286155462265
19,train/loss,0.018421636894345284
0,val/acc,0.531000018119812
0,val/acc,0.5349000096321106
0,val/acc,0.531000018119812
0,val/acc,0.548799991607666
0,val/acc,0.4772999882698059
1,val/acc,0.6653000116348267
1,val/acc,0.6391000151634216
1,val/acc,0.6492999792098999
1,val/acc,0.6582000255584717
1,val/acc,0.6488000154495239
2,val/acc,0.6643999814987183
2,val/acc,0.6870999932289124
2,val/acc,0.6912999749183655
2,val/acc,0.5349000096321106
2,val/acc,0.7085000276565552
3,val/acc,0.7095999717712402
3,val/acc,0.6883999705314636
3,val/acc,0.6604999899864197
3,val/acc,0.7114999890327454
3,val/acc,0.7398999929428101
4,val/acc,0.7565000057220459
4,val/acc,0.7700999975204468
4,val/acc,0.765999972820282
4,val/acc,0.7552000284194946
4,val/acc,0.7833999991416931
5,val/acc,0.7900999784469604
5,val/acc,0.819100022315979
5,val/acc,0.7773000001907349
5,val/acc,0.784600019454956
5,val/acc,0.7879999876022339
6,val/acc,0.8112000226974487
6,val/acc,0.8012999892234802
6,val/acc,0.7955999970436096
6,val/acc,0.8129000067710876
6,val/acc,0.8156999945640564
7,val/acc,0.829200029373169
7,val/acc,0.7849000096321106
7,val/acc,0.8392999768257141
7,val/acc,0.7839000225067139
7,val/acc,0.848800003528595
8,val/acc,0.8235999941825867
8,val/acc,0.8503000140190125
8,val/acc,0.8402000069618225
8,val/acc,0.8294000029563904
8,val/acc,0.8471999764442444
9,val/acc,0.8712000250816345
9,val/acc,0.8593999743461609
9,val/acc,0.8562999963760376
9,val/acc,0.8396999835968018
9,val/acc,0.8611999750137329
10,val/acc,0.8765000104904175
10,val/acc,0.8751000165939331
10,val/acc,0.8610000014305115
10,val/acc,0.867900013923645
10,val/acc,0.871999979019165
11,val/acc,0.8788999915122986
11,val/acc,0.8840000033378601
11,val/acc,0.8791999816894531
11,val/acc,0.869700014591217
11,val/acc,0.8776000142097473
12,val/acc,0.8748000264167786
12,val/acc,0.8809000253677368
12,val/acc,0.8810999989509583
12,val/acc,0.8827000260353088
12,val/acc,0.8820000290870667
13,val/acc,0.883899986743927
13,val/acc,0.8996999859809875
13,val/acc,0.8935999870300293
13,val/acc,0.8831999897956848
13,val/acc,0.8963000178337097
14,val/acc,0.8949000239372253
14,val/acc,0.9053999781608582
14,val/acc,0.9035999774932861
14,val/acc,0.894599974155426
14,val/acc,0.9047999978065491
15,val/acc,0.9031999707221985
15,val/acc,0.9118000268936157
15,val/acc,0.9053000211715698
15,val/acc,0.899399995803833
15,val/acc,0.9067000150680542
16,val/acc,0.9067000150680542
16,val/acc,0.9162999987602234
16,val/acc,0.9071999788284302
16,val/acc,0.9077000021934509
16,val/acc,0.9110000133514404
17,val/acc,0.9110000133514404
17,val/acc,0.916100025177002
17,val/acc,0.9111999869346619
17,val/acc,0.9071000218391418
17,val/acc,0.9171000123023987
18,val/acc,0.9117000102996826
18,val/acc,0.9192000031471252
18,val/acc,0.9122999906539917
18,val/acc,0.9077000021934509
18,val/acc,0.9185000061988831
19,val/acc,0.9111999869346619
19,val/acc,0.9189000129699707
19,val/acc,0.9114000201225281
19,val/acc,0.90829998254776
19,val/acc,0.9185000061988831
0,val/loss,1.2836886644363403
0,val/loss,1.2546393871307373
0,val/loss,1.2990204095840454
0,val/loss,1.255142092704773
0,val/loss,1.5200623273849487
1,val/loss,0.9330700039863586
1,val/loss,1.026309847831726
1,val/loss,1.0300941467285156
1,val/loss,0.9895077347755432
1,val/loss,0.9954864978790283
2,val/loss,0.9871487021446228
2,val/loss,0.957212507724762
2,val/loss,0.9061015844345093
2,val/loss,1.512060284614563
2,val/loss,0.8583061695098877
3,val/loss,0.8324800729751587
3,val/loss,0.945910632610321
3,val/loss,0.970707893371582
3,val/loss,0.8720816373825073
3,val/loss,0.7891143560409546
4,val/loss,0.6949748992919922
4,val/loss,0.6669096946716309
4,val/loss,0.6791984438896179
4,val/loss,0.7295693755149841
4,val/loss,0.6470308899879456
5,val/loss,0.6033896207809448
5,val/loss,0.5293642282485962
5,val/loss,0.6638759970664978
5,val/loss,0.6550707817077637
5,val/loss,0.6102034449577332
6,val/loss,0.5515115857124329
6,val/loss,0.5984243750572205
6,val/loss,0.5895706415176392
6,val/loss,0.5656620860099792
6,val/loss,0.5474188923835754
7,val/loss,0.49645131826400757
7,val/loss,0.646582305431366
7,val/loss,0.4615655839443207
7,val/loss,0.6969648003578186
7,val/loss,0.42804354429244995
8,val/loss,0.5261270403862
8,val/loss,0.4350302815437317
8,val/loss,0.48753026127815247
8,val/loss,0.5168771147727966
8,val/loss,0.45051518082618713
9,val/loss,0.3812306225299835
9,val/loss,0.4203437864780426
9,val/loss,0.4302683174610138
9,val/loss,0.4953923225402832
9,val/loss,0.4155321717262268
10,val/loss,0.37978532910346985
10,val/loss,0.3700592815876007
10,val/loss,0.4442375600337982
10,val/loss,0.40055978298187256
10,val/loss,0.3883137106895447
11,val/loss,0.3739299178123474
11,val/loss,0.35881468653678894
11,val/loss,0.3785642087459564
11,val/loss,0.40570148825645447
11,val/loss,0.37059688568115234
12,val/loss,0.38835257291793823
12,val/loss,0.3758159875869751
12,val/loss,0.3889386057853699
12,val/loss,0.37557750940322876
12,val/loss,0.3629348874092102
13,val/loss,0.3862900137901306
13,val/loss,0.3198913037776947
13,val/loss,0.35369184613227844
13,val/loss,0.3909248411655426
13,val/loss,0.3404812216758728
14,val/loss,0.3517053723335266
14,val/loss,0.31407809257507324
14,val/loss,0.3301313519477844
14,val/loss,0.35217130184173584
14,val/loss,0.31883612275123596
15,val/loss,0.3252550959587097
15,val/loss,0.3014322817325592
15,val/loss,0.3313058912754059
15,val/loss,0.3413197994232178
15,val/loss,0.3124077022075653
16,val/loss,0.3283862769603729
16,val/loss,0.2953377962112427
16,val/loss,0.33044111728668213
16,val/loss,0.3290943503379822
16,val/loss,0.30201256275177
17,val/loss,0.32143694162368774
17,val/loss,0.2890726923942566
17,val/loss,0.30958324670791626
17,val/loss,0.3345321714878082
17,val/loss,0.29391855001449585
18,val/loss,0.31899768114089966
18,val/loss,0.286876916885376
18,val/loss,0.31653279066085815
18,val/loss,0.3246387839317322
18,val/loss,0.29091212153434753
19,val/loss,0.31748807430267334
19,val/loss,0.28768154978752136
19,val/loss,0.31277263164520264
19,val/loss,0.3252637982368469
19,val/loss,0.2910405397415161
