step,tag,value
18,train/acc,0.8267999887466431
18,train/acc,0.8421000242233276
19,train/acc,0.8391500115394592
19,train/acc,0.8299750089645386
19,train/acc,0.829200029373169
19,train/acc,0.8267999887466431
19,train/acc,0.8342999815940857
0,train/loss,1.8961505889892578
0,train/loss,1.8836078643798828
0,train/loss,1.8867055177688599
0,train/loss,1.9002455472946167
0,train/loss,1.911515474319458
1,train/loss,1.671798825263977
1,train/loss,1.68204665184021
1,train/loss,1.703797698020935
1,train/loss,1.6887882947921753
1,train/loss,1.6872320175170898
2,train/loss,1.5606530904769897
2,train/loss,1.5772497653961182
2,train/loss,1.5958396196365356
2,train/loss,1.5788955688476562
2,train/loss,1.5607545375823975
3,train/loss,1.4851287603378296
3,train/loss,1.498197078704834
3,train/loss,1.4951550960540771
3,train/loss,1.5146234035491943
3,train/loss,1.5159912109375
4,train/loss,1.4322258234024048
4,train/loss,1.4379289150238037
4,train/loss,1.4583851099014282
4,train/loss,1.4534817934036255
4,train/loss,1.44716215133667
5,train/loss,1.3809512853622437
5,train/loss,1.39840567111969
5,train/loss,1.405761957168579
5,train/loss,1.3906149864196777
5,train/loss,1.3929613828659058
6,train/loss,1.3538379669189453
6,train/loss,1.3419883251190186
6,train/loss,1.3363516330718994
6,train/loss,1.3476394414901733
6,train/loss,1.3451701402664185
7,train/loss,1.2763241529464722
7,train/loss,1.2926948070526123
7,train/loss,1.285249948501587
7,train/loss,1.2992770671844482
7,train/loss,1.2896677255630493
8,train/loss,1.2576723098754883
8,train/loss,1.247639775276184
8,train/loss,1.2563502788543701
8,train/loss,1.256462812423706
8,train/loss,1.2599886655807495
9,train/loss,1.2152780294418335
9,train/loss,1.2171164751052856
9,train/loss,1.2164841890335083
9,train/loss,1.2134355306625366
9,train/loss,1.2079980373382568
10,train/loss,1.1611582040786743
10,train/loss,1.188542127609253
10,train/loss,1.187430500984192
10,train/loss,1.1726418733596802
10,train/loss,1.1708415746688843
11,train/loss,1.133821964263916
11,train/loss,1.1578724384307861
11,train/loss,1.1452094316482544
11,train/loss,1.1661373376846313
11,train/loss,1.1581501960754395
12,train/loss,1.0732313394546509
12,train/loss,1.1112598180770874
12,train/loss,1.1356490850448608
12,train/loss,1.0992642641067505
12,train/loss,1.1004034280776978
13,train/loss,1.067044973373413
13,train/loss,1.0725327730178833
13,train/loss,1.0696818828582764
13,train/loss,1.0682170391082764
13,train/loss,1.071106195449829
14,train/loss,1.0263255834579468
14,train/loss,1.033972978591919
14,train/loss,1.0303521156311035
14,train/loss,1.0368157625198364
14,train/loss,1.0020185708999634
15,train/loss,0.9816441535949707
15,train/loss,0.9932668209075928
15,train/loss,0.9958300590515137
15,train/loss,0.9694908261299133
15,train/loss,0.977776050567627
16,train/loss,0.9461062550544739
16,train/loss,0.9587050676345825
16,train/loss,0.9840808510780334
16,train/loss,0.9694530367851257
16,train/loss,0.9598308801651001
17,train/loss,0.9270811676979065
17,train/loss,0.9295334815979004
17,train/loss,0.9444279074668884
17,train/loss,0.9396325945854187
17,train/loss,0.9506422877311707
18,train/loss,0.9278027415275574
18,train/loss,0.9170131683349609
18,train/loss,0.9283596873283386
18,train/loss,0.9304424524307251
18,train/loss,0.8914323449134827
19,train/loss,0.9067933559417725
19,train/loss,0.9046316146850586
19,train/loss,0.9140106439590454
19,train/loss,0.915358304977417
19,train/loss,0.9195062518119812
0,val/acc,0.508899986743927
0,val/acc,0.5156999826431274
0,val/acc,0.4975999891757965
0,val/acc,0.5214999914169312
0,val/acc,0.45719999074935913
1,val/acc,0.5873000025749207
1,val/acc,0.5354999899864197
1,val/acc,0.5983999967575073
1,val/acc,0.5216000080108643
1,val/acc,0.5770000219345093
2,val/acc,0.6704999804496765
2,val/acc,0.6870999932289124
2,val/acc,0.6259999871253967
2,val/acc,0.6029000282287598
2,val/acc,0.6552000045776367
3,val/acc,0.699999988079071
3,val/acc,0.7346000075340271
3,val/acc,0.7419999837875366
3,val/acc,0.7077999711036682
3,val/acc,0.699999988079071
4,val/acc,0.7091000080108643
4,val/acc,0.7031000256538391
4,val/acc,0.732200026512146
4,val/acc,0.7231000065803528
4,val/acc,0.7224000096321106
5,val/acc,0.7750999927520752
5,val/acc,0.7699999809265137
5,val/acc,0.7818999886512756
5,val/acc,0.7318000197410583
5,val/acc,0.7224000096321106
6,val/acc,0.7973999977111816
6,val/acc,0.7860999703407288
6,val/acc,0.8111000061035156
6,val/acc,0.7835999727249146
6,val/acc,0.805899977684021
7,val/acc,0.808899998664856
7,val/acc,0.8167999982833862
7,val/acc,0.7900000214576721
7,val/acc,0.8209999799728394
7,val/acc,0.8098999857902527
8,val/acc,0.801800012588501
8,val/acc,0.8483999967575073
8,val/acc,0.8147000074386597
8,val/acc,0.8381999731063843
8,val/acc,0.8381999731063843
9,val/acc,0.852400004863739
9,val/acc,0.8381999731063843
9,val/acc,0.8481000065803528
9,val/acc,0.8399999737739563
9,val/acc,0.8562999963760376
10,val/acc,0.863099992275238
10,val/acc,0.8537999987602234
10,val/acc,0.8651999831199646
10,val/acc,0.8531000018119812
10,val/acc,0.8669999837875366
11,val/acc,0.8626000285148621
11,val/acc,0.8806999921798706
11,val/acc,0.8564000129699707
11,val/acc,0.8788999915122986
11,val/acc,0.8633999824523926
12,val/acc,0.8705999851226807
12,val/acc,0.8773000240325928
12,val/acc,0.8805000185966492
12,val/acc,0.883899986743927
12,val/acc,0.8730999827384949
13,val/acc,0.8914999961853027
13,val/acc,0.9038000106811523
13,val/acc,0.9014999866485596
13,val/acc,0.8859999775886536
13,val/acc,0.8924000263214111
14,val/acc,0.8996999859809875
14,val/acc,0.9103999733924866
14,val/acc,0.9143000245094299
14,val/acc,0.9100000262260437
14,val/acc,0.9088000059127808
15,val/acc,0.9142000079154968
15,val/acc,0.9107999801635742
15,val/acc,0.9171000123023987
15,val/acc,0.9128000140190125
15,val/acc,0.9172000288963318
16,val/acc,0.9192000031471252
16,val/acc,0.9248999953269958
16,val/acc,0.9254000186920166
16,val/acc,0.9196000099182129
16,val/acc,0.925000011920929
17,val/acc,0.9230999946594238
17,val/acc,0.9254999756813049
17,val/acc,0.9275000095367432
17,val/acc,0.9228000044822693
17,val/acc,0.9269000291824341
18,val/acc,0.9253000020980835
18,val/acc,0.9275000095367432
18,val/acc,0.929099977016449
18,val/acc,0.9243000149726868
18,val/acc,0.9286999702453613
19,val/acc,0.9264000058174133
19,val/acc,0.9279999732971191
19,val/acc,0.9294999837875366
19,val/acc,0.9240999817848206
19,val/acc,0.9284999966621399
0,val/loss,1.374382734298706
0,val/loss,1.3737022876739502
0,val/loss,1.3821555376052856
0,val/loss,1.3678447008132935
0,val/loss,1.4938108921051025
1,val/loss,1.1904159784317017
1,val/loss,1.3467426300048828
1,val/loss,1.1524988412857056
1,val/loss,1.3348979949951172
1,val/loss,1.177713394165039
2,val/loss,0.9725104570388794
2,val/loss,0.9262943267822266
2,val/loss,1.0599093437194824
2,val/loss,1.0982872247695923
2,val/loss,1.0121877193450928
3,val/loss,0.8979579210281372
3,val/loss,0.8319812417030334
3,val/loss,0.8214386701583862
3,val/loss,0.8733617067337036
3,val/loss,0.9084010720252991
4,val/loss,0.8499711155891418
4,val/loss,0.8793575167655945
4,val/loss,0.8142650127410889
4,val/loss,0.8470922708511353
4,val/loss,0.8444011807441711
5,val/loss,0.7184104919433594
5,val/loss,0.7174878120422363
5,val/loss,0.6957167983055115
5,val/loss,0.8221029043197632
5,val/loss,0.8375470638275146
6,val/loss,0.6568926572799683
6,val/loss,0.6742637157440186
6,val/loss,0.6197128891944885
6,val/loss,0.6965165138244629
6,val/loss,0.6259797215461731
7,val/loss,0.6305651664733887
7,val/loss,0.5797238349914551
7,val/loss,0.6551364064216614
7,val/loss,0.5894631743431091
7,val/loss,0.612052857875824
8,val/loss,0.6329655051231384
8,val/loss,0.5219487547874451
8,val/loss,0.6275652050971985
8,val/loss,0.5668576955795288
8,val/loss,0.5383067727088928
9,val/loss,0.5096496343612671
9,val/loss,0.5622262954711914
9,val/loss,0.5191535353660583
9,val/loss,0.5343027114868164
9,val/loss,0.5125364065170288
10,val/loss,0.48040157556533813
10,val/loss,0.5134803652763367
10,val/loss,0.49126172065734863
10,val/loss,0.5223897099494934
10,val/loss,0.46902215480804443
11,val/loss,0.45933443307876587
11,val/loss,0.44851258397102356
11,val/loss,0.489536315202713
11,val/loss,0.4700111746788025
11,val/loss,0.4645244777202606
12,val/loss,0.44701460003852844
12,val/loss,0.4270743131637573
12,val/loss,0.41412538290023804
12,val/loss,0.4262280762195587
12,val/loss,0.4446980357170105
13,val/loss,0.39993393421173096
13,val/loss,0.3836170434951782
13,val/loss,0.3740868866443634
13,val/loss,0.39659303426742554
13,val/loss,0.39347442984580994
14,val/loss,0.3498518168926239
14,val/loss,0.3404256999492645
14,val/loss,0.3199710547924042
14,val/loss,0.3634190261363983
14,val/loss,0.3532094359397888
15,val/loss,0.31755852699279785
15,val/loss,0.3293135464191437
15,val/loss,0.32079198956489563
15,val/loss,0.3336673676967621
15,val/loss,0.31668683886528015
16,val/loss,0.303585410118103
16,val/loss,0.2900177240371704
16,val/loss,0.3003633916378021
16,val/loss,0.31600430607795715
16,val/loss,0.3027285039424896
17,val/loss,0.2862027883529663
17,val/loss,0.2802290916442871
17,val/loss,0.28772830963134766
17,val/loss,0.3155156373977661
17,val/loss,0.295175164937973
18,val/loss,0.2854757606983185
18,val/loss,0.2785433530807495
18,val/loss,0.28315505385398865
18,val/loss,0.3013685643672943
18,val/loss,0.2781239151954651
19,val/loss,0.2809876799583435
19,val/loss,0.2760792076587677
19,val/loss,0.2833552360534668
19,val/loss,0.2917684018611908
19,val/loss,0.2850109040737152
